Gene1,Gene2
BPTF,SMARCC1
SMARCC1,IRF2
IRF2,SMARCC1
SMARCC1,SMARCD2
SMARCD2,SMARCC1
SMARCC1,SMARCA5
SMARCA5,SMARCC1
SMARCC1,GTF2A1
GTF2A1,SMARCC1
SMARCC1,NF1
NF1,SMARCC1
SMARCC1,IRF7
IRF7,SMARCC1
SMARCC1,DNMT3A
DNMT3A,SMARCC1
SMARCC1,CHAF1A
CHAF1A,SMARCC1
SMARCC1,RELA
RELA,SMARCC1
SMARCC1,BAZ1B
BAZ1B,SMARCC1
SMARCC1,GTF3A
GTF3A,SMARCC1
SMARCC1,SMARCA4
SMARCA4,SMARCC1
SMARCC1,SMARCA2
SMARCA2,SMARCC1
SMARCC1,SMARCE1
SMARCE1,SMARCC1
SMARCC1,SMARCB1
SMARCB1,SMARCC1
SMARCC1,RBBP7
RBBP7,SMARCC1
SMARCC1,ARID1B
ARID1B,SMARCC1
SMARCC1,GTF2E1
GTF2E1,SMARCC1
PER2,BHLHE40
BHLHE40,PER2
PER2,WDR5
WDR5,PER2
PER2,TP53
TP53,PER2
PER2,NONO
NONO,PER2
PER2,NR1D2
NR1D2,PER2
PER2,TIMELESS
TIMELESS,PER2
PER2,NFIL3
NFIL3,PER2
PER2,CEBPA
CEBPA,PER2
PER2,CLOCK
CLOCK,PER2
PER2,ARNTL
ARNTL,PER2
BRD8,CDC5L
CDC5L,BRD8
BRD8,EPC1
EPC1,BRD8
BRD8,ANP32E
BRD8,EP400
EP400,BRD8
BRD8,RUVBL2
RUVBL2,BRD8
BRD8,DR1
DR1,BRD8
BRD8,TADA3
TADA3,BRD8
BRD8,WDR5
WDR5,BRD8
BRD8,YY1
YY1,BRD8
BRD8,RUVBL1
RUVBL1,BRD8
BRD8,ING3
ING3,BRD8
JAG1,EGFR
EGFR,JAG1
JAG1,MYC
MYC,JAG1
JAG1,MAML1
MAML1,JAG1
JAG1,EGF
EGF,JAG1
JAG1,NOTCH2
NOTCH2,JAG1
JAG1,NOTCH3
NOTCH3,JAG1
JAG1,RBPJ
RBPJ,JAG1
MCM6,NASP
RBBP4,NASP
SSRP1,NASP
MCM7,NASP
MCM2,NASP
MCM3,NASP
MCM4,NASP
RBBP7,NASP
FOS,NTS
F2,NTS
BTG1,CNOT7
CNOT7,BTG1
BTG1,CNOT8
CNOT8,BTG1
BTG1,CHAF1A
CHAF1A,BTG1
BTG1,PRMT1
MCM6,CCNB1
HIST2H2BE,CCNB1
PTTG1,CCNB1
EGFR,CCNB1
E2F7,CCNB1
RAD51,CCNB1
CDC5L,CCNB1
STAT5B,CCNB1
RBBP4,CCNB1
ATM,CCNB1
FOXO1,CCNB1
TP53BP1,CCNB1
MYC,CCNB1
FOXM1,CCNB1
MCM7,CCNB1
CENPK,CCNB1
HIST1H2BD,CCNB1
XRCC6,CCNB1
TP53,CCNB1
HIST1H2BN,CCNB1
TFDP1,CCNB1
CDKN1A,CCNB1
MCM2,CCNB1
KNTC1,CCNB1
MCM8,CCNB1
BRCA1,CCNB1
ESPL1,CCNB1
MCM3,CCNB1
MCM4,CCNB1
MIS18BP1,CCNB1
UHRF1,CCNB1
BHLHE40,NR1D2
NR1D2,BHLHE40
BHLHE40,UBE2T
BHLHE40,NFIL3
NFIL3,BHLHE40
BHLHE40,TP53BP1
TP53BP1,BHLHE40
BHLHE40,CLOCK
CLOCK,BHLHE40
BHLHE40,ARNTL
ARNTL,BHLHE40
BHLHE40,BLM
NOTCH2,B4GALT1
NOTCH2,CREB1
CREB1,NOTCH2
NOTCH2,MAML1
MAML1,NOTCH2
NOTCH2,EP300
EP300,NOTCH2
NOTCH2,NOTCH3
NOTCH3,NOTCH2
NOTCH2,SNW1
SNW1,NOTCH2
NOTCH2,RBPJ
RBPJ,NOTCH2
DDB2,WDR5
WDR5,DDB2
DDB2,PIAS3
PIAS3,DDB2
DDB2,TP53
TP53,DDB2
DDB2,DCAF13
DDB2,SUMO2
DDB2,DTL
DDB2,YY1
YY1,DDB2
DDB2,COPS5
COPS5,DDB2
DDB2,SUMO1
DDB2,DDB1
DDB1,DDB2
DDB2,NAE1
DDB2,GTF2H2
GTF2H2,DDB2
DDB2,PARP1
PARP1,DDB2
DDB2,ERCC2
ERCC2,DDB2
DDB2,POLD2
DDB2,PCNA
DDB2,RUVBL1
RUVBL1,DDB2
DDB2,GTF2H3
GTF2H3,DDB2
DDB2,ERCC8
ERCC8,DDB2
DDB2,RFC1
RFC1,DDB2
DDB2,ERCC3
ERCC3,DDB2
DDB2,COPS2
COPS2,DDB2
DDB2,RBBP7
RBBP7,DDB2
APC,CACYBP
APC,CDH2
APC,MEN1
MEN1,APC
APC,HDAC1
HDAC1,APC
APC,TCF7L1
TCF7L1,APC
APC,CTBP1
CTBP1,APC
TBX3,GATA6
GATA6,TBX3
TBX3,POU5F1
POU5F1,TBX3
TBX3,SOX2
SOX2,TBX3
TFCP2,YY1
YY1,TFCP2
TFCP2,RNF2
RNF2,TFCP2
TFCP2,MTHFD2
TFCP2,HDAC1
HDAC1,TFCP2
ESPL1,ZWILCH
ESPL1,TPX2
ESPL1,MCM7
MCM7,ESPL1
ESPL1,CENPH
ESPL1,CDK1
ESPL1,SPC25
ESPL1,CENPK
CENPK,ESPL1
ESPL1,ORC1
ESPL1,MCM6
MCM6,ESPL1
ESPL1,AURKB
ESPL1,TOP2A
ESPL1,PTTG1
PTTG1,ESPL1
ESPL1,DBF4
ESPL1,RRM2
ESPL1,CENPN
ESPL1,CENPF
ESPL1,E2F8
E2F8,ESPL1
ESPL1,TIMELESS
TIMELESS,ESPL1
ESPL1,MAD2L1
ESPL1,WDHD1
ESPL1,CDC45
ESPL1,HJURP
ESPL1,KNTC1
KNTC1,ESPL1
ESPL1,TOP2B
TOP2B,ESPL1
ESPL1,ASPM
ESPL1,UBE2C
ESPL1,PLK1
ESPL1,BUB1
ESPL1,SMC4
ESPL1,SGOL1
ESPL1,ZWINT
ESPL1,CDC20
ESPL1,MCM8
MCM8,ESPL1
ESPL1,RCC2
ESPL1,CCNA2
ESPL1,CENPE
ESPL1,BIRC5
ESPL1,ITGB3BP
ESPL1,SPC24
ESPL1,CCNB2
ESPL1,CDCA5
ESPL1,MCM3
MCM3,ESPL1
ESPL1,MCM4
MCM4,ESPL1
ESPL1,CENPU
ESPL1,BUB1B
ESPL1,FOXM1
FOXM1,ESPL1
HDAC3,CCT7
CDC5L,CCT7
RUVBL2,CCT7
EEF1A1,CCT7
PA2G4,CCT7
TP53,CCT7
RUVBL1,CCT7
MDM2,CDK1
MDM2,HIPK2
HIPK2,MDM2
MDM2,EGFR
EGFR,MDM2
MDM2,PIAS2
PIAS2,MDM2
MDM2,HNRNPK
HNRNPK,MDM2
MDM2,SP1
SP1,MDM2
MDM2,SUMO1
MDM2,DAXX
DAXX,MDM2
MDM2,PMAIP1
MDM2,NUP93
MDM2,ATM
ATM,MDM2
MDM2,CCNA2
MDM2,FOXO1
FOXO1,MDM2
MDM2,NDC1
MDM2,MYC
MYC,MDM2
MDM2,UBE2K
UBE2K,MDM2
MDM2,MYCN
MYCN,MDM2
MDM2,TP53
TP53,MDM2
MDM2,SUMO2
MDM2,YY1
YY1,MDM2
MDM2,CDKN1A
CDKN1A,MDM2
MDM2,TRIM27
TRIM27,MDM2
MDM2,EP300
EP300,MDM2
MDM2,BRCA1
BRCA1,MDM2
MDM2,NPM1
NPM1,MDM2
MDM2,CAMK2D
MEN1,LAMC1
ZNF44,USP44
MED4,MED30
MED30,MED4
MED4,HDAC3
HDAC3,MED4
MED4,MED20
MED20,MED4
MED4,PPARGC1B
PPARGC1B,MED4
MED4,NCOR1
NCOR1,MED4
MED4,MED14
MED14,MED4
MED4,MED6
MED6,MED4
MED4,CDC5L
CDC5L,MED4
MED4,EP300
EP300,MED4
MED4,NCOA1
NCOA1,MED4
MED4,RXRA
RXRA,MED4
MED4,MED21
MED21,MED4
MED4,MED1
MED1,MED4
MED4,CEBPA
CEBPA,MED4
MED4,MED27
MED27,MED4
MED4,MED7
MED7,MED4
MED4,CEBPD
CEBPD,MED4
MED4,MED13
MED13,MED4
MED4,THRAP3
THRAP3,MED4
MED4,NCOR2
NCOR2,MED4
SRSF1,GTF2F1
GTF2F1,SRSF1
SRSF1,U2AF1
U2AF1,SRSF1
SRSF1,YBX1
YBX1,SRSF1
SRSF1,SSB
SSB,SRSF1
SRSF1,POLR2J
POLR2J,SRSF1
SRSF1,HNRNPR
HNRNPR,SRSF1
SRSF1,NONO
NONO,SRSF1
SRSF1,RNPS1
RNPS1,SRSF1
SRSF1,HNRNPK
HNRNPK,SRSF1
SRSF1,PSIP1
PSIP1,SRSF1
SRSF1,HNRNPA1
SRSF1,NUP93
SRSF1,ELAVL2
ELAVL2,SRSF1
SRSF1,POLR2H
POLR2H,SRSF1
SRSF1,SRSF5
SRSF5,SRSF1
SRSF1,CDC5L
CDC5L,SRSF1
SRSF1,SNRPB
SNRPB,SRSF1
SRSF1,HNRNPAB
HNRNPAB,SRSF1
SRSF1,SAFB
SAFB,SRSF1
SRSF1,WBP11
WBP11,SRSF1
SRSF1,PLRG1
PLRG1,SRSF1
SRSF1,POLR2E
POLR2E,SRSF1
SRSF1,HNRNPH1
SRSF1,NDC1
SRSF1,ILF3
ILF3,SRSF1
SRSF1,POLR2B
POLR2B,SRSF1
SRSF1,HNRNPUL1
HNRNPUL1,SRSF1
SRSF1,SNRPF
SRSF1,RBMX
RBMX,SRSF1
SRSF1,TCERG1
TCERG1,SRSF1
SRSF1,POLR2G
POLR2G,SRSF1
SRSF1,SRSF3
SRSF3,SRSF1
SRSF1,HNRNPA1L2
SRSF1,HNRNPD
HNRNPD,SRSF1
SRSF1,POLR2L
POLR2L,SRSF1
SRSF1,POLR2D
POLR2D,SRSF1
SRSF1,ALYREF
ALYREF,SRSF1
SRSF1,MATR3
MATR3,SRSF1
SRSF1,SARNP
SRSF1,ILF2
ILF2,SRSF1
SRSF1,GTF2F2
GTF2F2,SRSF1
SRSF1,SRSF10
SRSF10,SRSF1
SRSF1,HNRNPA2B1
SRSF1,SRSF2
SRSF2,SRSF1
SRSF1,POLR2F
POLR2F,SRSF1
SRSF1,POLR2K
POLR2K,SRSF1
SRSF1,SRRM1
SRRM1,SRSF1
SRSF1,SNRPD1
SNRPD1,SRSF1
SRSF1,SAP18
SAP18,SRSF1
SRSF1,SNW1
SNW1,SRSF1
SRSF1,KHDRBS1
KHDRBS1,SRSF1
BRIP1,CLSPN
BRIP1,TP53
TP53,BRIP1
BRIP1,BRCA2
BRCA2,BRIP1
BRIP1,RAD51B
RAD51B,BRIP1
BRIP1,TIMELESS
TIMELESS,BRIP1
BRIP1,ERCC2
ERCC2,BRIP1
BRIP1,BARD1
BARD1,BRIP1
BRIP1,FANCD2
BRIP1,POLD2
BRIP1,RAD51
RAD51,BRIP1
BRIP1,PCNA
BRIP1,MMS19
MMS19,BRIP1
BRIP1,ATM
ATM,BRIP1
BRIP1,BRCA1
BRCA1,BRIP1
BRIP1,RFC1
RFC1,BRIP1
BRIP1,FANCI
BRIP1,BLM
BRIP1,XRCC3
XRCC3,BRIP1
KAT7,ING5
ING5,KAT7
KAT7,BRPF1
BRPF1,KAT7
KAT7,EPC1
EPC1,KAT7
KAT7,ORC1
KAT7,SMARCA5
SMARCA5,KAT7
KAT7,MCM2
MCM2,KAT7
KAT7,PLK1
KAT7,ING3
ING3,KAT7
CDC5L,TUBB2B
POU5F1,AFP
POU5F1,ZIC3
ZIC3,POU5F1
POU5F1,CTCF
CTCF,POU5F1
POU5F1,SMAD2
SMAD2,POU5F1
POU5F1,PBX1
PBX1,POU5F1
POU5F1,EPAS1
EPAS1,POU5F1
POU5F1,NR2F2
NR2F2,POU5F1
POU5F1,THY1
POU5F1,TET1
POU5F1,PAX6
PAX6,POU5F1
POU5F1,BMI1
BMI1,POU5F1
POU5F1,DPPA4
POU5F1,OTX2
OTX2,POU5F1
POU5F1,DNMT3B
DNMT3B,POU5F1
POU5F1,NR5A2
NR5A2,POU5F1
POU5F1,GATA4
GATA4,POU5F1
POU5F1,MYC
MYC,POU5F1
POU5F1,PKM
POU5F1,EWSR1
EWSR1,POU5F1
POU5F1,POU5F1B
POU5F1,MYCN
MYCN,POU5F1
POU5F1,ZFP42
ZFP42,POU5F1
POU5F1,WDR5
WDR5,POU5F1
POU5F1,TP53
TP53,POU5F1
POU5F1,GATA6
GATA6,POU5F1
POU5F1,LIN28A
LIN28A,POU5F1
POU5F1,TDGF1
POU5F1,EHMT2
EHMT2,POU5F1
POU5F1,SOX2
SOX2,POU5F1
POU5F1,TCF4
TCF4,POU5F1
POU5F1,ALDH1A1
POU5F1,GDF3
POU5F1,CDX2
CDX2,POU5F1
POU5F1,DNMT1
DNMT1,POU5F1
POU5F1,SMARCA4
SMARCA4,POU5F1
POU5F1,EZH2
EZH2,POU5F1
POU5F1,PRDM14
PRDM14,POU5F1
POU5F1,FOXA2
FOXA2,POU5F1
PREB,SERPINA1
PREB,MIA2
BARD1,RNF4
RNF4,BARD1
BARD1,CDK1
BARD1,HIST2H2BE
HIST2H2BE,BARD1
BARD1,XRCC5
XRCC5,BARD1
BARD1,SUMO1
BARD1,POLD2
BARD1,RAD51
RAD51,BARD1
BARD1,PCGF6
PCGF6,BARD1
BARD1,BMI1
BMI1,BARD1
BARD1,ATM
ATM,BARD1
BARD1,CCNA2
BARD1,TP53BP1
TP53BP1,BARD1
BARD1,BUB1B
BARD1,EWSR1
EWSR1,BARD1
BARD1,BLM
BARD1,XRCC3
XRCC3,BARD1
BARD1,HIST1H2BD
HIST1H2BD,BARD1
BARD1,CLSPN
BARD1,XRCC6
XRCC6,BARD1
BARD1,TP53
TP53,BARD1
BARD1,HIST1H2BN
HIST1H2BN,BARD1
BARD1,SUMO2
BARD1,BRCA2
BRCA2,BARD1
BARD1,RAD51B
RAD51B,BARD1
BARD1,TIMELESS
TIMELESS,BARD1
BARD1,FANCD2
BARD1,UBE2C
BARD1,PCNA
BARD1,RNF2
RNF2,BARD1
BARD1,BRCA1
BRCA1,BARD1
BARD1,RFC1
RFC1,BARD1
BARD1,PHC1
WBP11,GTF2F1
GTF2F1,WBP11
WBP11,YBX1
YBX1,WBP11
WBP11,POLR2G
POLR2G,WBP11
WBP11,SRSF3
SRSF3,WBP11
WBP11,POLR2J
POLR2J,WBP11
WBP11,HNRNPR
HNRNPR,WBP11
WBP11,RNPS1
RNPS1,WBP11
WBP11,HNRNPK
HNRNPK,WBP11
WBP11,HNRNPD
HNRNPD,WBP11
WBP11,POLR2L
POLR2L,WBP11
WBP11,POLR2D
POLR2D,WBP11
WBP11,ALYREF
ALYREF,WBP11
WBP11,HNRNPA1
WBP11,GTF2F2
GTF2F2,WBP11
WBP11,ELAVL2
ELAVL2,WBP11
WBP11,POLR2H
POLR2H,WBP11
WBP11,SRSF5
SRSF5,WBP11
WBP11,HNRNPA2B1
WBP11,CDC5L
CDC5L,WBP11
WBP11,SNRPB
SNRPB,WBP11
WBP11,PLRG1
PLRG1,WBP11
WBP11,SRSF2
SRSF2,WBP11
WBP11,POLR2F
POLR2F,WBP11
WBP11,POLR2E
POLR2E,WBP11
WBP11,HNRNPH1
WBP11,POLR2K
POLR2K,WBP11
WBP11,POLR2B
POLR2B,WBP11
WBP11,HNRNPUL1
HNRNPUL1,WBP11
WBP11,SRRM1
SRRM1,WBP11
WBP11,SNRPF
WBP11,SNRPD1
SNRPD1,WBP11
WBP11,RBMX
RBMX,WBP11
WBP11,SNW1
SNW1,WBP11
WBP11,KHDRBS1
KHDRBS1,WBP11
DAB2,SYT1
BIN1,SYT1
EGFR,SYT1
EGF,SYT1
E2F5,CCND2
TFDP1,CCND2
CDKN1A,CCND2
E2F2,CCND2
GLI2,CCND2
DMTF1,CCND2
STAT5B,CCND2
E2F3,CCND2
EP300,CCND2
PITX2,CCND2
LDB1,CCND2
MYC,CCND2
HDAC1,CCND2
BCL6,CCND2
E2F4,CCND2
ZNF24,ZNF397
ZNF397,ZNF24
ZNF24,ZSCAN16
ZSCAN16,ZNF24
ZNF24,ZSCAN21
ZSCAN21,ZNF24
UBE2K,RNF4
RNF4,UBE2K
UBE2K,ASB6
ASB6,UBE2K
UBE2K,SUMO1
UBE2K,TCEB1
TCEB1,UBE2K
UBE2K,CDC20
UBE2K,TCEB2
TCEB2,UBE2K
UBE2K,ZBTB16
ZBTB16,UBE2K
UBE2K,FBXO7
FBXO7,UBE2K
UBE2K,TP53
TP53,UBE2K
UBE2K,SUMO2
UBE2K,TRIM71
UBE2K,UBE2C
UBE2K,RNF19A
RNF19A,UBE2K
UBE2K,RLIM
RLIM,UBE2K
UBE2K,SMURF2
SMURF2,UBE2K
UBE2K,RBCK1
RBCK1,UBE2K
SNW1,GTF2F1
GTF2F1,SNW1
SNW1,U2AF1
U2AF1,SNW1
SNW1,YBX1
YBX1,SNW1
SNW1,TCERG1
TCERG1,SNW1
SNW1,POLR2G
POLR2G,SNW1
SNW1,SRSF3
SRSF3,SNW1
SNW1,FOXN3
FOXN3,SNW1
SNW1,POLR2J
POLR2J,SNW1
SNW1,HNRNPR
HNRNPR,SNW1
SNW1,HDAC3
HDAC3,SNW1
SNW1,RNPS1
RNPS1,SNW1
SNW1,TFDP1
TFDP1,SNW1
SNW1,HNRNPK
HNRNPK,SNW1
SNW1,HNRNPD
HNRNPD,SNW1
SNW1,POLR2L
POLR2L,SNW1
SNW1,POLR2D
POLR2D,SNW1
SNW1,MAML1
MAML1,SNW1
SNW1,SMAD3
SMAD3,SNW1
SNW1,SMAD2
SMAD2,SNW1
SNW1,HDAC2
HDAC2,SNW1
SNW1,NCOR1
NCOR1,SNW1
SNW1,ALYREF
ALYREF,SNW1
SNW1,HNRNPA1
SNW1,GTF2F2
GTF2F2,SNW1
SNW1,ELAVL2
ELAVL2,SNW1
SNW1,POLR2H
POLR2H,SNW1
SNW1,SRSF5
SRSF5,SNW1
SNW1,HNRNPA2B1
SNW1,CDC5L
CDC5L,SNW1
SNW1,E2F3
E2F3,SNW1
SNW1,SNRPB
SNRPB,SNW1
SNW1,ELF3
ELF3,SNW1
SNW1,EP300
EP300,SNW1
SNW1,PLRG1
PLRG1,SNW1
SNW1,SRSF2
SRSF2,SNW1
SNW1,MED1
MED1,SNW1
SNW1,POLR2F
POLR2F,SNW1
SNW1,POLR2E
POLR2E,SNW1
SNW1,HNRNPH1
SNW1,POLR2K
POLR2K,SNW1
SNW1,NOTCH3
NOTCH3,SNW1
SNW1,POLR2B
POLR2B,SNW1
SNW1,HNRNPUL1
HNRNPUL1,SNW1
SNW1,SRRM1
SRRM1,SNW1
SNW1,SNRPF
SNW1,MYC
MYC,SNW1
SNW1,SNRPD1
SNRPD1,SNW1
SNW1,HDAC1
HDAC1,SNW1
SNW1,RBMX
RBMX,SNW1
SNW1,NCOR2
NCOR2,SNW1
SNW1,RBPJ
RBPJ,SNW1
POLR1B,IPO5
CDC5L,IPO5
ATF1,CREB3L4
CREB3L4,ATF1
ATF1,CREB3L2
CREB3L2,ATF1
ATF1,CREB1
CREB1,ATF1
ATF1,ATF3
ATF3,ATF1
ATF1,ATF4
ATF4,ATF1
ATF1,EP300
EP300,ATF1
ATF1,CREB3
CREB3,ATF1
MCM4,CDK1
MCM4,MCM6
MCM6,MCM4
MCM4,TOP2A
MCM4,PTTG1
PTTG1,MCM4
MCM4,DBF4
MCM4,CDCA7
MCM4,DTL
MCM4,KIAA0101
MCM4,WDHD1
MCM4,POLD2
MCM4,RAD51
RAD51,MCM4
MCM4,ASPM
MCM4,CDC5L
CDC5L,MCM4
MCM4,CDC20
MCM4,CCNA2
MCM4,CCNB2
MCM4,FANCI
MCM4,MCM10
MCM4,GINS1
MCM4,BUB1B
MCM4,HMMR
MCM4,SSRP1
SSRP1,MCM4
MCM4,TPX2
MCM4,MCM7
MCM7,MCM4
MCM4,CDKN3
MCM4,ORC1
MCM4,CLSPN
MCM4,AURKB
MCM4,DUT
MCM4,RRM2
MCM4,TIMELESS
TIMELESS,MCM4
MCM4,MAD2L1
MCM4,FEN1
MCM4,CDC45
MCM4,MCM2
MCM2,MCM4
MCM4,UBE2C
MCM4,PLK1
MCM4,BUB1
MCM4,PCNA
MCM4,SMC4
MCM4,ZWINT
MCM4,MCM8
MCM8,MCM4
MCM4,CHAF1A
CHAF1A,MCM4
MCM4,BIRC5
MCM4,RRM1
MCM4,PRIM1
MCM4,RFC1
RFC1,MCM4
MCM4,MCM3
MCM3,MCM4
MCM4,HELLS
MCM4,UHRF1
UHRF1,MCM4
SMAD2,FOXH1
FOXH1,SMAD2
SMAD2,SP1
SP1,SMAD2
SMAD2,SMAD3
SMAD3,SMAD2
SMAD2,HDAC2
HDAC2,SMAD2
SMAD2,NODAL
SMAD2,NCOR1
NCOR1,SMAD2
SMAD2,PBX1
PBX1,SMAD2
SMAD2,TGIF2
TGIF2,SMAD2
SMAD2,EPAS1
EPAS1,SMAD2
SMAD2,RBBP4
RBBP4,SMAD2
SMAD2,TGIF1
TGIF1,SMAD2
SMAD2,FOXO1
FOXO1,SMAD2
SMAD2,MYC
MYC,SMAD2
SMAD2,HDAC1
HDAC1,SMAD2
SMAD2,CTDSPL
CTDSPL,SMAD2
SMAD2,NCOR2
NCOR2,SMAD2
SMAD2,BMPR1A
BMPR1A,SMAD2
SMAD2,E2F4
E2F4,SMAD2
SMAD2,FN1
SMAD2,CTBP1
CTBP1,SMAD2
SMAD2,JUN
JUN,SMAD2
SMAD2,DAB2
DAB2,SMAD2
SMAD2,SAP30
SAP30,SMAD2
SMAD2,PIAS3
PIAS3,SMAD2
SMAD2,E2F5
E2F5,SMAD2
SMAD2,TP53
TP53,SMAD2
SMAD2,DRAP1
DRAP1,SMAD2
SMAD2,TFDP1
TFDP1,SMAD2
SMAD2,JUNB
JUNB,SMAD2
SMAD2,PARP1
PARP1,SMAD2
SMAD2,LIN28A
LIN28A,SMAD2
SMAD2,TDGF1
SMAD2,BMP2
BMP2,SMAD2
SMAD2,HMGA2
HMGA2,SMAD2
SMAD2,SOX2
SOX2,SMAD2
SMAD2,SKIL
SKIL,SMAD2
SMAD2,EP300
EP300,SMAD2
SMAD2,KPNA2
SMAD2,EOMES
EOMES,SMAD2
SMAD2,GTF2I
GTF2I,SMAD2
SMAD2,SMAD5
SMAD5,SMAD2
SMAD2,SMAD1
SMAD1,SMAD2
SMAD2,MEN1
MEN1,SMAD2
SMAD2,NCOA6
NCOA6,SMAD2
SMAD2,SMURF2
SMURF2,SMAD2
SMAD2,SAP18
SAP18,SMAD2
SMAD2,PRDM14
PRDM14,SMAD2
SMAD2,RBBP7
RBBP7,SMAD2
YY1,POU2F1
POU2F1,YY1
YY1,POLR2J
POLR2J,YY1
YY1,HIST2H2BE
HIST2H2BE,YY1
YY1,HDAC3
HDAC3,YY1
YY1,EED
EED,YY1
YY1,H2AFZ
YY1,COPS5
COPS5,YY1
YY1,CTCF
CTCF,YY1
YY1,SMAD3
SMAD3,YY1
YY1,DDB1
DDB1,YY1
YY1,HDAC2
HDAC2,YY1
YY1,NCOR1
NCOR1,YY1
YY1,SUZ12
SUZ12,YY1
YY1,POLR2H
POLR2H,YY1
YY1,PAX6
PAX6,YY1
YY1,RBBP4
RBBP4,YY1
YY1,RXRA
RXRA,YY1
YY1,YAF2
YAF2,YY1
YY1,POLR2E
POLR2E,YY1
YY1,POLR2B
POLR2B,YY1
YY1,ANP32E
YY1,MYC
MYC,YY1
YY1,COPS2
COPS2,YY1
YY1,EP400
EP400,YY1
YY1,HDAC1
HDAC1,YY1
YY1,RUVBL2
RUVBL2,YY1
YY1,JARID2
JARID2,YY1
YY1,JUN
JUN,YY1
YY1,POLR2G
POLR2G,YY1
YY1,HIST1H2BD
HIST1H2BD,YY1
YY1,FOS
FOS,YY1
YY1,RYBP
RYBP,YY1
YY1,SAP30
SAP30,YY1
YY1,WDR5
WDR5,YY1
YY1,XRCC6
XRCC6,YY1
YY1,TP53
TP53,YY1
YY1,CREB1
CREB1,YY1
YY1,HIST1H2BN
HIST1H2BN,YY1
YY1,TFDP1
TFDP1,YY1
YY1,POLR2L
POLR2L,YY1
YY1,ASXL1
ASXL1,YY1
YY1,POLR2D
POLR2D,YY1
YY1,E2F2
E2F2,YY1
YY1,EHMT2
EHMT2,YY1
YY1,E2F3
E2F3,YY1
YY1,RUVBL1
RUVBL1,YY1
YY1,SOX2
SOX2,YY1
YY1,EP300
EP300,YY1
YY1,GTF2I
GTF2I,YY1
YY1,RNF2
RNF2,YY1
YY1,POLR2F
POLR2F,YY1
YY1,ING3
ING3,YY1
YY1,POLR2K
POLR2K,YY1
YY1,NCOA6
NCOA6,YY1
YY1,EZH2
EZH2,YY1
YY1,RBBP7
RBBP7,YY1
YY1,HCFC1
HCFC1,YY1
TCEB2,GTF2F1
GTF2F1,TCEB2
TCEB2,SSRP1
SSRP1,TCEB2
TCEB2,RNF4
RNF4,TCEB2
TCEB2,POLR2G
POLR2G,TCEB2
TCEB2,GNB2L1
TCEB2,HIF3A
HIF3A,TCEB2
TCEB2,POLR2J
POLR2J,TCEB2
TCEB2,ASB6
ASB6,TCEB2
TCEB2,AFF4
AFF4,TCEB2
TCEB2,COPS5
COPS5,TCEB2
TCEB2,POLR2L
POLR2L,TCEB2
TCEB2,POLR2D
POLR2D,TCEB2
TCEB2,TRIM71
TCEB2,NAE1
TCEB2,CTDP1
CTDP1,TCEB2
TCEB2,GTF2H2
GTF2H2,TCEB2
TCEB2,ERCC2
ERCC2,TCEB2
TCEB2,FANCD2
TCEB2,EPAS1
EPAS1,TCEB2
TCEB2,UBE2C
TCEB2,RNF19A
RNF19A,TCEB2
TCEB2,GTF2F2
GTF2F2,TCEB2
TCEB2,POLR2H
POLR2H,TCEB2
TCEB2,CTR9
CTR9,TCEB2
TCEB2,TCEB1
TCEB1,TCEB2
TCEB2,RLIM
RLIM,TCEB2
TCEB2,TCEB3
TCEB3,TCEB2
TCEB2,CDC20
TCEB2,ATM
ATM,TCEB2
TCEB2,POLR2F
POLR2F,TCEB2
TCEB2,POLR2E
POLR2E,TCEB2
TCEB2,ZBTB16
ZBTB16,TCEB2
TCEB2,POLR2K
POLR2K,TCEB2
TCEB2,GTF2H3
GTF2H3,TCEB2
TCEB2,BRCA1
BRCA1,TCEB2
TCEB2,POLR2B
POLR2B,TCEB2
TCEB2,ERCC3
ERCC3,TCEB2
TCEB2,COPS2
COPS2,TCEB2
TCEB2,SMURF2
SMURF2,TCEB2
TCEB2,FANCI
TCEB2,NELFCD
NELFCD,TCEB2
TCEB2,TCEA1
TCEA1,TCEB2
TCEB2,RBCK1
RBCK1,TCEB2
TCEB2,FBXO7
FBXO7,TCEB2
SMURF2,RNF4
RNF4,SMURF2
SMURF2,ASB6
ASB6,SMURF2
SMURF2,EGFR
EGFR,SMURF2
SMURF2,SMAD3
SMAD3,SMURF2
SMURF2,NCOR1
NCOR1,SMURF2
SMURF2,TCEB1
TCEB1,SMURF2
SMURF2,CDC20
SMURF2,ZBTB16
ZBTB16,SMURF2
SMURF2,NCOR2
NCOR2,SMURF2
SMURF2,FBXO7
FBXO7,SMURF2
SMURF2,BMPR1A
BMPR1A,SMURF2
SMURF2,TRIM71
SMURF2,FZD7
SMURF2,UBE2C
SMURF2,RNF19A
RNF19A,SMURF2
SMURF2,BMP2
BMP2,SMURF2
SMURF2,RLIM
RLIM,SMURF2
SMURF2,SKIL
SKIL,SMURF2
SMURF2,SMAD5
SMAD5,SMURF2
SMURF2,SMAD1
SMAD1,SMURF2
SMURF2,RBCK1
RBCK1,SMURF2
MCM7,GINS1
MCM6,GINS1
MCM2,GINS1
MCM8,GINS1
MCM3,GINS1
E2F3,HDAC3
HDAC3,E2F3
E2F3,EED
EED,E2F3
E2F3,SP1
