Gene1,Gene2
MAPK14,H3F3A
MAPK14,MAPK3
MAPK3,MAPK14
MAPK14,ELK4
ELK4,MAPK14
MAPK14,CREB1
CREB1,MAPK14
MAPK14,GNG5
MAPK14,DUSP1
MAPK14,SIRT1
SIRT1,MAPK14
PIAS4,UBC
PIAS4,UIMC1
UIMC1,PIAS4
PIAS4,TRP53
TRP53,PIAS4
PIAS4,STAT3
STAT3,PIAS4
PIAS4,IKBKG
IKBKG,PIAS4
PIAS4,RPS27A
PIAS4,RNF4
RNF4,PIAS4
PIAS4,SUMO2
PIAS4,STAT2
STAT2,PIAS4
PIAS4,WHSC1
WHSC1,PIAS4
PIAS4,ATM
ATM,PIAS4
PIAS4,NR4A2
NR4A2,PIAS4
PIAS4,STAT6
STAT6,PIAS4
PIAS4,VHL
VHL,PIAS4
PIAS4,MTA1
MTA1,PIAS4
PIAS4,PARP1
PARP1,PIAS4
PIAS4,STAT1
STAT1,PIAS4
TNF,CD44
TRP53,CD44
KLF4,CD44
STAT3,CD44
JUN,CD44
BMI1,CD44
TLR4,CD44
UBE2K,WDR1
TRIM28,CDC5L
CDC5L,TRIM28
TRIM28,SETDB1
SETDB1,TRIM28
TRIM28,SMARCA4
SMARCA4,TRIM28
TRIM28,ATM
ATM,TRIM28
TRIM28,ZFP263
ZFP263,TRIM28
TRIM28,SMARCC1
SMARCC1,TRIM28
TRIM28,CBX3
CBX3,TRIM28
TSG101,CHMP2A
CTCF,POLR2F
POLR2F,CTCF
CTCF,UBTF
UBTF,CTCF
CTCF,SUZ12
SUZ12,CTCF
CTCF,YY1
YY1,CTCF
NCOA2,MED1
MED1,NCOA2
NCOA2,NRIP1
NRIP1,NCOA2
NCOA2,THRAP3
THRAP3,NCOA2
NCOA2,SIN3A
SIN3A,NCOA2
NCOA2,MED20
MED20,NCOA2
NCOA2,NR1H2
NR1H2,NCOA2
NCOA2,CREBBP
CREBBP,NCOA2
NCOA2,USF2
USF2,NCOA2
NCOA2,MED6
MED6,NCOA2
NCOA2,MED14
MED14,NCOA2
NCOA2,NCOA1
NCOA1,NCOA2
NCOA2,MED8
MED8,NCOA2
NCOA2,MED31
MED31,NCOA2
NCOA2,USF1
USF1,NCOA2
NCOA2,TBL1X
TBL1X,NCOA2
NCOA2,MED17
MED17,NCOA2
NCOA2,MED15
MED15,NCOA2
NCOA2,MYBBP1A
MYBBP1A,NCOA2
NCOA2,HDAC3
HDAC3,NCOA2
NCOA2,NR3C1
NR3C1,NCOA2
NCOA2,NCOA3
NCOA3,NCOA2
NCOA2,MED13
MED13,NCOA2
NCOA2,NCOR2
NCOR2,NCOA2
NCOA2,MED21
MED21,NCOA2
NCOA2,MED30
MED30,NCOA2
NCOA2,MED4
MED4,NCOA2
NCOA2,MED27
MED27,NCOA2
NCOA2,NCOR1
NCOR1,NCOA2
BIN1,ARPC2
DAB2,ARPC2
PA2G4,RPS9
EIF5B,RPS9
RNPS1,RPS9
POLR2C,RPS9
POLR2B,RPS9
POLR1C,RPS9
POLR2F,RPS9
UPF1,RPS9
BTF3,RPS9
CBFB,CRIP1
CTNNB1,PSMB6
CTNNB1,PSME1
CTNNB1,PSMB3
CTNNB1,CREBBP
CREBBP,CTNNB1
CTNNB1,UBC
CTNNB1,SMAD4
SMAD4,CTNNB1
CTNNB1,PSMA3
CTNNB1,APC
APC,CTNNB1
CTNNB1,IQGAP1
CTNNB1,TRP53
TRP53,CTNNB1
CTNNB1,KLF4
KLF4,CTNNB1
CTNNB1,RUVBL1
RUVBL1,CTNNB1
CTNNB1,CTBP1
CTBP1,CTNNB1
CTNNB1,SMARCA4
SMARCA4,CTNNB1
CTNNB1,TRRAP
TRRAP,CTNNB1
CTNNB1,MEF2A
MEF2A,CTNNB1
CTNNB1,PSMB5
CTNNB1,STAT3
STAT3,CTNNB1
CTNNB1,PYGO2
PYGO2,CTNNB1
CTNNB1,JUN
JUN,CTNNB1
CTNNB1,RUNX2
RUNX2,CTNNB1
CTNNB1,TLE3
TLE3,CTNNB1
CTNNB1,RPS27A
CTNNB1,PSME2
CTNNB1,HDAC1
HDAC1,CTNNB1
CTNNB1,H2AFV
CTNNB1,RAC1
CTNNB1,TBL1X
TBL1X,CTNNB1
CTNNB1,RUNX3
RUNX3,CTNNB1
CTNNB1,LDB1
LDB1,CTNNB1
CTNNB1,PSMA7
CTNNB1,ASH2L
ASH2L,CTNNB1
CTNNB1,NOTCH1
NOTCH1,CTNNB1
CTNNB1,RBX1
CTNNB1,PSMA4
CTNNB1,TCF7L2
TCF7L2,CTNNB1
CTNNB1,PSMB1
CTNNB1,MAPK9
MAPK9,CTNNB1
CTNNB1,PSMB8
CTNNB1,H3F3B
CTNNB1,H3F3A
CTNNB1,PSMB2
DAB2,AP2M1
BIN1,AP2M1
MAPK1,AP2M1
MKL1,RHOA
RALA,RHOA
JUN,RHOA
SOS1,RHOA
SMURF1,RHOA
MAPK1,RHOA
MAPK9,RHOA
TAX1BP3,RHOA
MAPK3,RHOA
RNPS1,RPLP1
UPF1,RPLP1
EIF5B,RPS18
RNPS1,RPS18
POLR2C,RPS18
POLR1C,RPS18
POLR2F,RPS18
UPF1,RPS18
PA2G4,RPL10
EIF5B,RPL10
RALA,RAC1
RALA,RAC2
RALA,MYH9
RALA,MAPK9
MAPK9,RALA
MTA1,NRIP1
NRIP1,MTA1
MTA1,HDAC2
HDAC2,MTA1
MTA1,SIN3A
SIN3A,MTA1
MTA1,RBBP4
RBBP4,MTA1
MTA1,ETV3
ETV3,MTA1
MTA1,RBBP7
RBBP7,MTA1
MTA1,GATAD2A
GATAD2A,MTA1
MTA1,HDAC1
HDAC1,MTA1
MTA1,GATAD2B
GATAD2B,MTA1
MTA1,UBTF
UBTF,MTA1
MTA1,CHD4
CHD4,MTA1
MTA1,HDAC3
HDAC3,MTA1
MTA1,TBP
TBP,MTA1
MTA1,SMARCA5
SMARCA5,MTA1
MTA1,NCOR2
NCOR2,MTA1
MTA1,ERCC6
ERCC6,MTA1
MTA1,PIAS1
PIAS1,MTA1
MTA1,MBD3
MBD3,MTA1
MTA1,HDAC4
HDAC4,MTA1
MTA1,TTF1
TTF1,MTA1
MTA1,EHMT2
EHMT2,MTA1
MTA1,MTA2
MTA2,MTA1
MTA1,MBD2
MBD2,MTA1
MTA1,HINT1
MTA1,MTA3
MTA3,MTA1
MTA1,ING2
ING2,MTA1
MTA1,SIRT1
SIRT1,MTA1
GABPA,GABPB1
GABPB1,GABPA
DDB1,NEDD8
FEM1B,NEDD8
ASB3,NEDD8
TCEB2,NEDD8
RBBP7,NEDD8
COPS5,NEDD8
HSBP1,NEDD8
COPS2,NEDD8
TAF13,NEDD8
GTF2A2,NEDD8
HIF1A,NEDD8
TCEB1,NEDD8
VHL,NEDD8
POLR2J,NEDD8
BRF1,POLR1D
POLR1D,BRF1
BRF1,POLR1C
POLR1C,BRF1
BRF1,POLR2F
POLR2F,BRF1
BRF1,GTF3C3
GTF3C3,BRF1
BRF1,TBPL1
TBPL1,BRF1
BRF1,POLR3K
POLR3K,BRF1
BRF1,TBP
TBP,BRF1
BRF1,POLR3C
POLR3C,BRF1
BRF1,BDP1
BDP1,BRF1
BRF1,POLR2H
POLR2H,BRF1
BRF1,POLR2K
POLR2K,BRF1
SNAPC2,POLR3K
POLR3K,SNAPC2
SNAPC2,POLR2D
POLR2D,SNAPC2
SNAPC2,POLR2F
POLR2F,SNAPC2
SNAPC2,GTF2A1
GTF2A1,SNAPC2
SNAPC2,TAF13
TAF13,SNAPC2
SNAPC2,ZFP143
ZFP143,SNAPC2
SNAPC2,ELL
ELL,SNAPC2
SNAPC2,SNAPC5
SNAPC5,SNAPC2
SNAPC2,GTF2F2
GTF2F2,SNAPC2
SNAPC2,POLR2J
POLR2J,SNAPC2
SNAPC2,POLR2C
POLR2C,SNAPC2
SNAPC2,POLR1C
POLR1C,SNAPC2
SNAPC2,POLR2G
POLR2G,SNAPC2
SNAPC2,GTF2A2
GTF2A2,SNAPC2
SNAPC2,POLR2I
POLR2I,SNAPC2
SNAPC2,TBP
TBP,SNAPC2
SNAPC2,GTF2E2
GTF2E2,SNAPC2
SNAPC2,POLR2H
POLR2H,SNAPC2
SNAPC2,POLR2K
POLR2K,SNAPC2
SNAPC2,INTS12
INTS12,SNAPC2
SNAPC2,TAF6
TAF6,SNAPC2
SNAPC2,SRRT
SRRT,SNAPC2
SNAPC2,POLR2B
POLR2B,SNAPC2
SNAPC2,POLR3C
POLR3C,SNAPC2
SNAPC2,TAF11
TAF11,SNAPC2
SNAPC2,TAF9
TAF9,SNAPC2
SNAPC2,BDP1
BDP1,SNAPC2
SNAPC2,GTF2B
GTF2B,SNAPC2
MED15,MED1
MED1,MED15
MED15,THRAP3
THRAP3,MED15
MED15,MED20
MED20,MED15
MED15,CREBBP
CREBBP,MED15
MED15,MED6
MED6,MED15
MED15,MED14
MED14,MED15
MED15,NCOA1
NCOA1,MED15
MED15,MED8
MED8,MED15
MED15,MED31
MED31,MED15
MED15,MED17
MED17,MED15
MED15,HDAC3
HDAC3,MED15
MED15,NCOA3
NCOA3,MED15
MED15,MED13
MED13,MED15
MED15,NCOR2
NCOR2,MED15
MED15,MED21
MED21,MED15
MED15,MED30
MED30,MED15
MED15,MED4
MED4,MED15
MED15,MED27
MED27,MED15
MED15,NCOR1
NCOR1,MED15
EHMT2,HDAC2
HDAC2,EHMT2
EHMT2,RBBP4
RBBP4,EHMT2
EHMT2,GATAD2A
GATAD2A,EHMT2
EHMT2,UBC
EHMT2,YAF2
YAF2,EHMT2
EHMT2,CHD4
CHD4,EHMT2
EHMT2,RNF2
RNF2,EHMT2
EHMT2,TRP53
TRP53,EHMT2
EHMT2,ERCC6
ERCC6,EHMT2
EHMT2,MTA2
MTA2,EHMT2
EHMT2,KDM4C
KDM4C,EHMT2
EHMT2,JARID2
JARID2,EHMT2
EHMT2,MTA3
MTA3,EHMT2
EHMT2,RPS27A
EHMT2,RBBP7
RBBP7,EHMT2
EHMT2,HDAC1
HDAC1,EHMT2
EHMT2,H2AFV
EHMT2,GATAD2B
GATAD2B,EHMT2
EHMT2,TFDP1
TFDP1,EHMT2
EHMT2,DOT1L
DOT1L,EHMT2
EHMT2,UBTF
UBTF,EHMT2
EHMT2,EHMT1
EHMT1,EHMT2
EHMT2,PRDM1
PRDM1,EHMT2
EHMT2,TBP
TBP,EHMT2
EHMT2,SUZ12
SUZ12,EHMT2
EHMT2,MBD3
MBD3,EHMT2
EHMT2,TTF1
TTF1,EHMT2
EHMT2,DNMT3A
DNMT3A,EHMT2
EHMT2,CBX3
CBX3,EHMT2
EHMT2,H3F3B
EHMT2,H3F3A
EHMT2,SIRT1
SIRT1,EHMT2
TCEB2,NDUFA2
TSG101,CDC5L
CDC5L,TSG101
TSG101,UBC
TSG101,CD63
TSG101,UBB
TSG101,CD9
TSG101,RPS27A
REL,PSMB1
HNRNPD,PSMB1
NFKB1,PSMB1
TNF,PSMB1
APC,PSMB1
TCEB2,PSMB1
TRP53,PSMB1
NF1,PSMB1
SMURF2,PSMB1
NFKB2,PSMB1
NFKBIB,PSMB1
WWP1,PSMB1
NFKBIA,PSMB1
PTTG1,PSMB1
RELA,PSMB1
RUNX3,PSMB1
BUB3,PSMB1
HIF1A,PSMB1
RELB,PSMB1
TCEB1,PSMB1
VHL,PSMB1
E2F4,RB1
RB1,E2F4
E2F4,RBBP4
RBBP4,E2F4
E2F4,SMAD4
SMAD4,E2F4
E2F4,TAF1
TAF1,E2F4
E2F4,TRP53
TRP53,E2F4
E2F4,TFDP2
TFDP2,E2F4
E2F4,HDAC1
HDAC1,E2F4
E2F4,TFDP1
TFDP1,E2F4
E2F4,RBL1
RBL1,E2F4
E2F4,RBL2
RBL2,E2F4
E2F4,SMAD2
SMAD2,E2F4
EDF1,HSP90AB1
EDF1,PTGES3
EDF1,TBP
TBP,EDF1
EDF1,TCEB2
TCEB2,EDF1
TLR4,CYBB
TNF,LPL
SREBF1,LPL
HNRNPK,HSPA8
SRSF6,HSPA8
PAPOLA,HSPA8
POLR2C,HSPA8
CREBBP,HSPA8
CDC5L,HSPA8
SRSF2,HSPA8
POLR2D,HSPA8
POLR2F,HSPA8
HNRNPD,HSPA8
NR3C1,HSPA8
XAB2,HSPA8
SRSF5,HSPA8
WBP11,HSPA8
DHX38,HSPA8
DAB2,HSPA8
PLRG1,HSPA8
POLR2K,HSPA8
DNAJC2,HSPA8
GTF2F2,HSPA8
RNPS1,HSPA8
DDX5,HSPA8
POLR2B,HSPA8
BIN1,HSPA8
SNRPB,HSPA8
SRSF3,HSPA8
YBX1,HSPA8
SRRM1,HSPA8
POLR2J,HSPA8
SRSF9,HSPA8
POLR2G,HSPA8
POLR2H,HSPA8
HSF1,HSPA8
CTNNBL1,HSPA8
SRRT,HSPA8
SF1,HSPA8
POLR2I,HSPA8
FMR1,HSPA8
FUS,HSPA8
SIRT1,HSPA8
SETDB1,CREBBP
CREBBP,SETDB1
SETDB1,EZH2
EZH2,SETDB1
SETDB1,ATF7IP
ATF7IP,SETDB1
SETDB1,HDAC1
HDAC1,SETDB1
SETDB1,DNMT3A
DNMT3A,SETDB1
SETDB1,H3F3B
SETDB1,H3F3A
NR3C1,CAPZA2
FLI1,RUNX1
RUNX1,FLI1
PREB,CTSZ
NFKB1,CTSZ
CDC5L,MYH9
PA2G4,RPL19
EIF5B,RPL19
RNPS1,RPL19
UPF1,RPL19
BTF3,RPL19
TOP2B,MCM3
MCM3,TOP2B
TOP2B,MCM4
MCM4,TOP2B
TOP2B,SMARCE1
SMARCE1,TOP2B
TOP2B,SMARCC2
SMARCC2,TOP2B
TOP2B,SMARCA2
SMARCA2,TOP2B
TOP2B,SMARCA4
SMARCA4,TOP2B
TOP2B,SMARCC1
SMARCC1,TOP2B
TOP2B,SMARCD2
SMARCD2,TOP2B
SUZ12,MTF2
MTF2,SUZ12
SUZ12,HDAC2
HDAC2,SUZ12
SUZ12,BMI1
BMI1,SUZ12
SUZ12,POLR2C
POLR2C,SUZ12
SUZ12,RBBP4
RBBP4,SUZ12
SUZ12,CREBBP
CREBBP,SUZ12
SUZ12,RBBP7
RBBP7,SUZ12
SUZ12,PKNOX1
PKNOX1,SUZ12
SUZ12,POLR2B
POLR2B,SUZ12
SUZ12,HDAC1
HDAC1,SUZ12
SUZ12,H2AFV
SUZ12,TFDP1
TFDP1,SUZ12
SUZ12,POLR1C
POLR1C,SUZ12
SUZ12,KDM2B
KDM2B,SUZ12
SUZ12,POLR2D
POLR2D,SUZ12
SUZ12,POLR2F
POLR2F,SUZ12
SUZ12,EZH2
EZH2,SUZ12
SUZ12,RNF2
RNF2,SUZ12
SUZ12,HDAC3
HDAC3,SUZ12
SUZ12,POLR2A
POLR2A,SUZ12
SUZ12,EZH1
EZH1,SUZ12
SUZ12,ASH2L
ASH2L,SUZ12
SUZ12,MAFB
MAFB,SUZ12
SUZ12,NCOA3
NCOA3,SUZ12
SUZ12,EED
EED,SUZ12
SUZ12,PIAS2
PIAS2,SUZ12
SUZ12,RYBP
RYBP,SUZ12
SUZ12,AEBP2
AEBP2,SUZ12
SUZ12,DNMT3A
DNMT3A,SUZ12
SUZ12,YY1
YY1,SUZ12
SUZ12,POLR2J
POLR2J,SUZ12
SUZ12,POLR2G
POLR2G,SUZ12
SUZ12,STAT3
STAT3,SUZ12
SUZ12,POLR2H
POLR2H,SUZ12
SUZ12,POLR2K
POLR2K,SUZ12
SUZ12,KDM6B
KDM6B,SUZ12
SUZ12,JARID2
JARID2,SUZ12
SUZ12,H3F3B
SUZ12,H3F3A
SUZ12,ASXL1
ASXL1,SUZ12
SUZ12,POLR2I
POLR2I,SUZ12
SUZ12,NCOR1
NCOR1,SUZ12
MLX,MLXIP
MLXIP,MLX
REL,PSMB6
COPS2,PSMB6
POLR2F,PSMB6
HNRNPD,PSMB6
NFKB1,PSMB6
RUNX3,PSMB6
TNF,PSMB6
BUB3,PSMB6
HIF1A,PSMB6
APC,PSMB6
RELB,PSMB6
TCEB2,PSMB6
TRP53,PSMB6
NF1,PSMB6
SMURF2,PSMB6
TCEB1,PSMB6
VHL,PSMB6
NFKB2,PSMB6
NFKBIB,PSMB6
WWP1,PSMB6
NFKBIA,PSMB6
PTTG1,PSMB6
RELA,PSMB6
MKL1,PFN1
KPNA2,CDC5L
CDC5L,KPNA2
KPNA2,MCM5
MCM5,KPNA2
KPNA2,RAN
IKZF1,PTPRC
IKZF1,CTBP1
CTBP1,IKZF1
IKZF1,SMARCA4
SMARCA4,IKZF1
IKZF1,ETV6
ETV6,IKZF1
IKZF1,HDAC1
HDAC1,IKZF1
IKZF1,FOXP1
FOXP1,IKZF1
IKZF1,IRF4
IRF4,IKZF1
MED8,MED1
MED1,MED8
MED8,THRAP3
THRAP3,MED8
MED8,MED20
MED20,MED8
MED8,CREBBP
CREBBP,MED8
MED8,MED6
MED6,MED8
MED8,MED14
MED14,MED8
MED8,NCOA1
NCOA1,MED8
MED8,MED31
MED31,MED8
MED8,MED17
MED17,MED8
MED8,HDAC3
HDAC3,MED8
MED8,NCOA3
NCOA3,MED8
MED8,MED13
MED13,MED8
MED8,NCOR2
NCOR2,MED8
MED8,MED21
MED21,MED8
MED8,MED30
MED30,MED8
MED8,MED4
MED4,MED8
MED8,MED27
MED27,MED8
MED8,NCOR1
NCOR1,MED8
XAB2,HNRNPK
HNRNPK,XAB2
XAB2,SNRPE
XAB2,DDB1
DDB1,XAB2
XAB2,SRSF6
SRSF6,XAB2
XAB2,GTF2F2
GTF2F2,XAB2
XAB2,RNPS1
RNPS1,XAB2
XAB2,PAPOLA
PAPOLA,XAB2
XAB2,POLR2C
POLR2C,XAB2
XAB2,DDX5
DDX5,XAB2
XAB2,TCERG1
TCERG1,XAB2
XAB2,CDC5L
CDC5L,XAB2
XAB2,POLR2B
POLR2B,XAB2
XAB2,SNRPG
XAB2,SRSF2
SRSF2,XAB2
XAB2,UBC
XAB2,HNRNPA2B1
XAB2,SNRPB
SNRPB,XAB2
XAB2,POLR2D
POLR2D,XAB2
XAB2,POLR2F
POLR2F,XAB2
XAB2,HNRNPD
HNRNPD,XAB2
XAB2,SRSF3
SRSF3,XAB2
XAB2,TCEA1
TCEA1,XAB2
XAB2,YBX1
YBX1,XAB2
XAB2,SRRM1
SRRM1,XAB2
XAB2,RFC1
RFC1,XAB2
XAB2,SRSF5
SRSF5,XAB2
XAB2,WBP11
WBP11,XAB2
XAB2,RBX1
XAB2,DHX38
DHX38,XAB2
XAB2,ERCC6
ERCC6,XAB2
XAB2,HNRNPU
XAB2,PLRG1
PLRG1,XAB2
XAB2,POLR2J
POLR2J,XAB2
XAB2,SRSF9
SRSF9,XAB2
XAB2,POLR2G
POLR2G,XAB2
XAB2,POLR2H
POLR2H,XAB2
XAB2,CTNNBL1
CTNNBL1,XAB2
XAB2,POLR2K
POLR2K,XAB2
XAB2,SRRT
SRRT,XAB2
XAB2,SF1
SF1,XAB2
XAB2,HNRNPF
XAB2,POLR2I
POLR2I,XAB2
XAB2,RPS27A
XAB2,FUS
FUS,XAB2
UIMC1,UBB
SMURF2,UBB
UBE2K,UBB
WWP1,UBB
PER1,UBB
SMURF1,UBB
TNFAIP3,UBB
NOTCH1,UBB
RBCK1,UBB
POLR2I,HNRNPK
HNRNPK,POLR2I
POLR2I,TAF4A
TAF4A,POLR2I
POLR2I,TAF7
TAF7,POLR2I
POLR2I,DDB1
DDB1,POLR2I
POLR2I,SRSF6
SRSF6,POLR2I
POLR2I,GTF2F2
GTF2F2,POLR2I
POLR2I,RNPS1
RNPS1,POLR2I
POLR2I,PAPOLA
PAPOLA,POLR2I
POLR2I,POLR2C
POLR2C,POLR2I
POLR2I,DDX5
DDX5,POLR2I
POLR2I,TAF10
TAF10,POLR2I
POLR2I,RBBP4
RBBP4,POLR2I
POLR2I,CREBBP
CREBBP,POLR2I
POLR2I,TAF6
TAF6,POLR2I
POLR2I,RBBP7
RBBP7,POLR2I
POLR2I,CDC5L
CDC5L,POLR2I
POLR2I,PKNOX1
PKNOX1,POLR2I
POLR2I,POLR2B
POLR2B,POLR2I
POLR2I,MED6
MED6,POLR2I
POLR2I,NME2
NME2,POLR2I
POLR2I,COPS5
COPS5,POLR2I
POLR2I,MED14
MED14,POLR2I
POLR2I,POLR1D
POLR1D,POLR2I
POLR2I,UBC
POLR2I,SRSF2
SRSF2,POLR2I
POLR2I,ZFP143
ZFP143,POLR2I
POLR2I,HNRNPA2B1
POLR2I,H2AFV
POLR2I,MED31
MED31,POLR2I
POLR2I,POLR1C
POLR1C,POLR2I
POLR2I,COPS2
COPS2,POLR2I
POLR2I,SNRPB
SNRPB,POLR2I
POLR2I,POLR2D
POLR2D,POLR2I
POLR2I,POLR2F
POLR2F,POLR2I
POLR2I,EZH2
EZH2,POLR2I
POLR2I,TAF13
TAF13,POLR2I
POLR2I,HNRNPD
HNRNPD,POLR2I
POLR2I,SRSF3
SRSF3,POLR2I
POLR2I,TAF12
TAF12,POLR2I
POLR2I,GTF2A2
GTF2A2,POLR2I
POLR2I,TCEA1
TCEA1,POLR2I
POLR2I,EGR2
EGR2,POLR2I
POLR2I,TCEB3
TCEB3,POLR2I
POLR2I,HDAC3
HDAC3,POLR2I
POLR2I,TBPL1
TBPL1,POLR2I
POLR2I,YBX1
YBX1,POLR2I
POLR2I,POLR2A
POLR2A,POLR2I
POLR2I,ASH2L
ASH2L,POLR2I
POLR2I,MAFB
MAFB,POLR2I
POLR2I,TBP
TBP,POLR2I
POLR2I,INTS12
INTS12,POLR2I
POLR2I,TAF11
TAF11,POLR2I
POLR2I,SRRM1
SRRM1,POLR2I
POLR2I,TAF9
TAF9,POLR2I
POLR2I,RFC1
RFC1,POLR2I
POLR2I,TAF1
TAF1,POLR2I
POLR2I,SRSF5
SRSF5,POLR2I
POLR2I,TCEB2
TCEB2,POLR2I
POLR2I,NCOA3
NCOA3,POLR2I
POLR2I,EED
EED,POLR2I
POLR2I,ELL
ELL,POLR2I
POLR2I,WBP11
WBP11,POLR2I
POLR2I,RBX1
POLR2I,DHX38
DHX38,POLR2I
POLR2I,TCEB1
TCEB1,POLR2I
POLR2I,GTF2A1
GTF2A1,POLR2I
POLR2I,ERCC6
ERCC6,POLR2I
POLR2I,MED21
MED21,POLR2I
POLR2I,HNRNPU
POLR2I,TIAL1
TIAL1,POLR2I
POLR2I,PLRG1
PLRG1,POLR2I
POLR2I,SSRP1
SSRP1,POLR2I
POLR2I,YY1
YY1,POLR2I
POLR2I,POLR2J
POLR2J,POLR2I
POLR2I,SRSF9
SRSF9,POLR2I
POLR2I,POLR2G
POLR2G,POLR2I
POLR2I,ZNRD1
ZNRD1,POLR2I
POLR2I,GTF2E2
GTF2E2,POLR2I
POLR2I,POLR2H
POLR2H,POLR2I
POLR2I,CTNNBL1
CTNNBL1,POLR2I
POLR2I,POLR2K
POLR2K,POLR2I
POLR2I,JUN
JUN,POLR2I
POLR2I,SRRT
SRRT,POLR2I
POLR2I,GTF2B
GTF2B,POLR2I
POLR2I,H3F3B
POLR2I,H3F3A
POLR2I,SF1
SF1,POLR2I
POLR2I,AFF4
AFF4,POLR2I
POLR2I,SNAPC5
SNAPC5,POLR2I
POLR2I,HNRNPF
POLR2I,RPS27A
POLR2I,FUS
FUS,POLR2I
POLR2I,NCOR1
NCOR1,POLR2I
HDAC2,RB1
RB1,HDAC2
HDAC2,NRIP1
NRIP1,HDAC2
HDAC2,SIN3A
SIN3A,HDAC2
HDAC2,RBBP4
RBBP4,HDAC2
HDAC2,ETV3
ETV3,HDAC2
HDAC2,CREBBP
CREBBP,HDAC2
HDAC2,CDC5L
CDC5L,HDAC2
HDAC2,GATAD2A
GATAD2A,HDAC2
HDAC2,EZH2
EZH2,HDAC2
HDAC2,SMARCE1
SMARCE1,HDAC2
HDAC2,CHD4
CHD4,HDAC2
HDAC2,RNF2
RNF2,HDAC2
HDAC2,HMG20B
HMG20B,HDAC2
HDAC2,EZH1
EZH1,HDAC2
HDAC2,RUNX1
RUNX1,HDAC2
HDAC2,EED
EED,HDAC2
HDAC2,TRP53
TRP53,HDAC2
HDAC2,SMARCA2
SMARCA2,HDAC2
HDAC2,ING1
ING1,HDAC2
HDAC2,NCOR2
NCOR2,HDAC2
HDAC2,ERCC6
ERCC6,HDAC2
HDAC2,CTBP1
CTBP1,HDAC2
HDAC2,SMARCA4
SMARCA4,HDAC2
HDAC2,MTA2
MTA2,HDAC2
HDAC2,AEBP2
AEBP2,HDAC2
HDAC2,JARID2
JARID2,HDAC2
HDAC2,MTA3
MTA3,HDAC2
HDAC2,ASXL1
ASXL1,HDAC2
HDAC2,BMI1
BMI1,HDAC2
HDAC2,BRD7
BRD7,HDAC2
HDAC2,RBBP7
RBBP7,HDAC2
HDAC2,HDAC1
HDAC1,HDAC2
HDAC2,REST
REST,HDAC2
HDAC2,H2AFV
HDAC2,GATAD2B
GATAD2B,HDAC2
HDAC2,TBL1X
TBL1X,HDAC2
HDAC2,UBTF
UBTF,HDAC2
HDAC2,HOPX
HOPX,HDAC2
HDAC2,HDAC3
HDAC3,HDAC2
HDAC2,TBP
TBP,HDAC2
HDAC2,SMARCA5
SMARCA5,HDAC2
HDAC2,RBPJ
RBPJ,HDAC2
HDAC2,BRPF1
BRPF1,HDAC2
HDAC2,MBD3
MBD3,HDAC2
HDAC2,HDAC4
HDAC4,HDAC2
HDAC2,TTF1
TTF1,HDAC2
HDAC2,TCF7L2
TCF7L2,HDAC2
HDAC2,YY1
YY1,HDAC2
HDAC2,SMARCC1
SMARCC1,HDAC2
HDAC2,ARID4B
ARID4B,HDAC2
HDAC2,MBD2
MBD2,HDAC2
HDAC2,HINT1
HDAC2,H3F3B
HDAC2,H3F3A
HDAC2,ING2
ING2,HDAC2
HDAC2,SIRT1
SIRT1,HDAC2
HDAC2,NCOR1
NCOR1,HDAC2
TNFAIP3,UBC
TNFAIP3,MAP3K7
MAP3K7,TNFAIP3
TNFAIP3,NFKB1
NFKB1,TNFAIP3
TNFAIP3,TNF
TNF,TNFAIP3
TNFAIP3,NFKB2
NFKB2,TNFAIP3
TNFAIP3,NFKBIA
NFKBIA,TNFAIP3
TNFAIP3,NFKBIZ
NFKBIZ,TNFAIP3
TNFAIP3,IKBKG
IKBKG,TNFAIP3
TNFAIP3,IKBKB
IKBKB,TNFAIP3
TNFAIP3,RBCK1
RBCK1,TNFAIP3
TNFAIP3,RPS27A
CDC5L,HSP90B1
XBP1,HSP90B1
ATF4,HSP90B1
DDIT3,HSP90B1
ATF6,HSP90B1
TLR4,HSP90B1
HSF1,HSP90B1
TCEB2,UQCR11
YEATS4,GTF2F2
GTF2F2,YEATS4
YEATS4,RUVBL2
RUVBL2,YEATS4
YEATS4,TAF13
TAF13,YEATS4
YEATS4,TAF12
TAF12,YEATS4
YEATS4,TADA3
TADA3,YEATS4
YEATS4,ACTB
YEATS4,DR1
DR1,YEATS4
YEATS4,ING3
ING3,YEATS4
YEATS4,RUVBL1
RUVBL1,YEATS4
YEATS4,TRRAP
TRRAP,YEATS4
YEATS4,ZZZ3
ZZZ3,YEATS4
MDM2,RB1
RB1,MDM2
MDM2,UBC
MDM2,EZH2
EZH2,MDM2
MDM2,PHF20
PHF20,MDM2
MDM2,TRP53
TRP53,MDM2
MDM2,PIAS1
PIAS1,MDM2
MDM2,RPS27A
MDM2,MDM4
MDM4,MDM2
MDM2,RPL26
MDM2,RPL23
MDM2,RPL11
MDM2,RPL5
MDM2,RUNX3
RUNX3,MDM2
MDM2,ATM
ATM,MDM2
MDM2,TBP
TBP,MDM2
MDM2,PIAS2
PIAS2,MDM2
HMG20B,HDAC1
HDAC1,HMG20B
HMG20B,HMG20A
HMG20A,HMG20B
NRIP1,HINT1
SIN3A,HINT1
RBBP4,HINT1
